institution,course,type,salary6monthsafter,mediantariff
10007858,Classical  Civilisation  with  Latin,BA,17000,92.85714
10007858,Classical  Studies,BA,17000,90
10007858,Classical  Studies  and  Heritage  Studies,BA,17000,91.25
10007858,Classical  Studies  with  Ancient  Egyptian  Culture,BA,17000,99.599998
10007858,Classical  Studies  with  Education  Studies,BA,17000,91.25
10007858,Classical  Studies  with  Greek,BA,17000,91.25
10007858,Classical  Studies  with  Heritage  Management,BA,17000,91.25
10007858,Classical  Studies  with  Latin,BA,17000,91.25
10007858,Classics,BA,17000,91.25
10007858,Cloud  Computing,BSc,20000,101
10007858,Cloud  Computing,BSc,20000,101
10007858,Computer  Games  Development,BSc,20000,85
10007858,Computer  Games  Development  With  A  Year  In  Industry,BSc,20000,101
10007858,Computer  Networks,BSc,20000,100.28571
10007858,Computer  Networks  With  A  Year  In  Industry,BSc,20000,101
10007858,Computer  Systems  &  Electronics,BEng,33000,0
10007858,Computer  Systems  &  Electronics,BEng,25000,91.25
10007858,Computer  Systems  &  Electronics,BEng,26000,91.25
10007858,Computer  Systems  &  Electronics,BEng,30000,0
10007858,Computer  Systems  &  Electronics  With  A  Year  In  Industry,BEng,25000,91.25
10007858,Computing  &  Information  Systems  With  A  Year  In  Industry,BSc,20000,101
10007858,Computing  and  Information  Systems,BSc,20000,101
10007858,Conflict  and  War,BA,17000,91.25
10007858,Counselling  Skills  and  Interdisciplinary  Studies,BA,22000,103.5
10007858,Creative  Computer  Games  Design,MDes,20000,101
10007858,Creative  Computer  Games  Design,BA,16000,87.5
10007858,Creative  Writing,BA,15000,64
10007858,Creative  Writing,MCreW,15000,64
10007858,Creative  Writing  and  Heritage  Studies,BA,17000,92.85714
10007858,Creative  Writing  and  Publishing,BA,17000,92.85714
10007858,Creative  Writing  with  Education  Studies,BA,17000,92.85714
10007858,Creative  Writing  with  Heritage  Management,BA,17000,92.85714
10007858,Cyfryngau  Creadigol,BA,16000,105.375
10007858,Dance,BA,16000,112
10007858,Digital  Arts,MART,15000,105.75
10007858,Digital  Arts,MDes,15000,102
10007858,Digital  Arts,BA,20000,101
10007858,Digital  Film  &  Television  Production,BA,15000,119.5
10007858,Digital  Film  &  Television  Production,MART,16000,97.428574
10007858,Digital  Illustration,BA,16000,97.428574
10007858,Early  Years  Education  and  Care,BA,15000,100.6875
10007858,Early  Years  Education  and  Care,BA,15000,100.6875
10007858,Early  Years  Education  and  Care,MEd  Stud,15000,100.6875
10007858,Early  Years  Education  and  Care  (Early  Years  Practitioner),BA,15000,100.6875
10007858,Early  Years  Education  and  Care  (Early  Years  Practitioner),BA,15000,100.6875
10007858,Early  Years  Education  and  Care  (Early  Years  Practitioner),MEd  Stud,15000,100.6875
10007858,Education  Studies,BA,15000,90
10007858,Education  Studies:  Primary,MEd  Stud,15000,100.6875
10007858,Education  Studies:  Primary,BA,15000,100.6875
10007858,Electrical  &  Electronic  Engineering,BEng,25000,91.25
10007858,Electronics  Engineering,HND,29000,0
10007858,Energy  &  Environmental  Engineering,BEng,25000,91.25
10007858,Energy  &  Environmental  Engineering,BEng,25000,91.25
10007858,English,MEngLit,17000,92.85714
10007858,English,BA,17000,92.85714
10007858,English  and  Heritage  Studies,BA,17000,92.85714
10007858,English  and  Publishing,BA,17000,92.85714
10007858,English  with  Heritage  Management,BA,17000,92.85714
10007858,English  with  TEFL,BA,17000,92.85714
10007858,English  Ancient  History  Education  Studies,BA,17000,92.85714
10007858,English  Anthropology  Education  Studies,BA,17000,92.85714
10007858,English  Archaeology  Education  Studies,BA,17000,92.85714
10007858,English  Classical  Studies  Education  Studies,BA,17000,92.85714
10007858,English  Philosophy  Education  Studies,BA,17000,92.85714
10007858,English  Religious  Studies  Education  Studies,BA,17000,92.85714
10007858,Ethical  and  Political  Studies,BA,17000,85
10007858,Events  Management,BA,17000,90
10007858,Fashion:  Apparel  Design  and  Construction,BA,16000,97.428574
10007858,Fine  Art  -  Studio  Site  &  Context,MART,16000,128
10007858,Fine  Art  -  Studio  Site  &  Context,BA,16000,128
10007858,Fine  Art  (Painting;  Drawing  and  Printmaking),BA,16000,128
10007858,Food  Logistics,BSc,25000,73
10007858,Glass  Architectural  Arts,MDes,25000,73
10007858,Graphic  Communication,BA,16000,97.428574
10007858,Graphic  Design,BA,16000,103.5
10007858,Graphic  Design,MDes,16000,97.428574
10007858,Gwaith  Ieuenctid  a  Chymuned,BA,26000,77.5
10007858,Habitat  Management,BSc,28000,0
10007858,Habitat  Management,BSc,21000,59.25
10007858,Health  and  Care  of  Children  &  Young  People,BSc,26000,77.5
10007858,Health  Management,HND,16000,85
10007858,Health  Management,BSc,17000,106.5
10007858,Health  Nutrition  and  Lifestyle,BSc,17000,91.25
10007858,Heritage  Studies,BA,17000,99.599998
10007858,Heritage  Studies  with  Museums  and  Archives,BA,17000,99.599998
10007858,Heritage  Studies  with  Nautical  Archaeology,BA,17000,99.599998
10007858,History,BA,17000,122
10007858,History,MHist,17000,99.599998
10007858,History  and  Heritage  Studies,BA,17000,99.599998
10007858,History  and  Medieval  Studies,BA,17000,99.599998
10007858,History  with  Heritage  Management,BA,17000,99.599998
10007858,Human  Resource  Management,BA,18000,86.428574
10007858,Human  Resource  Management,BA,18000,86.428574
10007858,Humanitarian  Engineering,BEng,25000,91.25
10007858,Humanitarian  Engineering,BEng,25000,91.25
10007858,Humanitarian  Logistics,BSc,25000,73
10007858,Hybu  Iechyd  Cyhoeddus,BSc,17000,106.5
10007858,Illustration,MDes,16000,97.428574
10007858,International  Travel  &  Tourism  Management,BA,17000,101
10007858,Law  and  Criminology,BA,17000,106.5
10007858,Law  and  Policing,BA,17000,106.5
10007858,Leisure  Management,BA,17000,101
10007858,Logistics,BSc,25000,73
10007858,Logistics  &  Supply  Chain  Management,BSc,25000,73
10007858,Logistics  &  Supply  Chain  Management,BSc,31000,0
10007858,Marine  and  Coastal  Geography,BSc,21000,59.25
10007858,Marketing  Management,BA,19000,64
10007858,Marketing  Management,BA,19000,64
10007858,Mechanical  &  Manufacturing  Engineering,BEng,33000,0
10007858,Mechanical  &  Manufacturing  Engineering,BEng,33000,0
10007858,Mechanical  &  Manufacturing  Engineering,BEng,26000,80
10007858,Mechanical  &  Manufacturing  Engineering,BEng,26000,80
10007858,Medieval  Studies,BA,17000,99.599998
10007858,Medieval  Studies  with  Heritage  Management,BA,17000,99.599998
10007858,Military  Logistics,BSc,25000,73
10007858,Military  Logistics,BSc,31000,0
10007858,Modern  Historical  Studies,BA,17000,99.599998
10007858,Motorcycle  Engineering,BEng,26000,80
10007858,Motorcycle  Engineering,BEng,33000,0
10007858,Motorcycle  Engineering,BEng,33000,0
10007858,Motorcycle  Engineering,BEng,26000,80
10007858,Motorsport  Engineering,BSc,26000,87.5
10007858,Motorsport  Engineering,BSc,33000,0
10007858,Motorsport  Engineering,BEng,33000,0
10007858,Motorsport  Engineering,BEng,33000,0
10007858,Motorsport  Engineering,BEng,26000,80
10007858,Motorsport  Engineering,BEng,26000,80
10007858,Motorsport  Logistics,BSc,25000,73
10007858,Motorsport  Management,BSc,33000,0
10007858,Motorsport  Management,BSc,26000,80
10007858,Music  Technology,BA,16000,87.5
10007858,Music:  Performance  &  Production,BA,25000,73
10007858,Music:  Performance  &  Production,BA,31000,0
10007858,Nautical  Archaeology,BA,17000,99.599998
10007858,Outdoor  Adventure  Education,BA,17000,117
10007858,Perfformio,BA,16000,80
10007858,Performing  Arts  -  (Contemporary  Performance),BA,16000,105.375
10007858,Personal  Training  (Health  and  Exercise),BA,17000,91.25
10007858,Philosophy,MPhiloSt,17000,85
10007858,Philosophy,BA,17000,85
10007858,Philosophy  with  Applied  Psychology,BA,17000,85
10007858,Philosophy  with  Education  Studies,BA,17000,85
10007858,Philosophy  Ancient  History  Education  Studies,BA,17000,85
10007858,Philosophy  Anthropology  Education  Studies,BA,17000,85
10007858,Philosophy  Archaeology  Education  Studies,BA,17000,85
10007858,Philosophy  Classical  Studies  Education  Studies,BA,17000,85
10007858,Philosophy  Politics  and  Economics,BA,17000,85
10007858,Photography,BA,15000,102
10007858,Photography  in  the  Arts,MART,16000,97.428574
10007858,Photography  In  The  Arts,BA,15000,80
10007858,Photojournalism,BA,16000,106
10007858,Photojournalism,MART,15000,102
10007858,Physical  Education,BA,17000,64
10007858,Policing,BSc,25000,91.25
10007858,Policing  and  Criminology,BSc,17000,106.5
10007858,Political  Ecology,BA,17000,91.785713
10007858,Political  Ecology  with  Humanitarianism  and  Law,BA,17000,91.785713
10007858,Primary  Education  with  QTS,BEd,22000,112.83334
10007858,Product  Design,BA,16000,97.428574
10007858,Product  Design  &  Technology,BSc,16000,97.428574
10007858,Product  Design  &  Technology,MDes,16000,97.428574
10007858,Project  &  Construction  Management,BSc,25000,61.125
10007858,Project  &  Construction  Management,BSc,26000,0
10007858,Property  Management,BSc,18000,85
10007858,Psychology,BSc,16000,87.5
10007858,Public  Health,BSc,17000,91.25
10007858,Public  Services,HND,16000,69
10007858,Public  Services,BA,17000,105
10007858,Religious  Studies,MRelSt,16000,80
10007858,Religious  Studies,BA,16000,80
10007858,Religious  Studies  and  Heritage  Studies,BA,16000,80
10007858,Religious  Studies  and  Islamic  Studies,BA,16000,80
10007858,Religious  Studies  and  Theology,BA,16000,80
10007858,Religious  Studies  with  Applied  Psychology,BA,16000,80
10007858,Religious  Studies  with  Education  Studies,BA,16000,80
10007858,Religious  Studies  with  Heritage  Management,BA,16000,80
10007858,Sculpture:  Casting  Carving  Construction,BA,16000,128
10007858,Social  Care  Studies,FdSc,16000,83
10007858,Social  Studies:  Additional  Needs,BA,15000,100.6875
10007858,Social  Studies:  Communities  Families  and  Individuals,BA,17000,106.5
10007858,Social  Studies:  Health  and  Social  Care,BA,17000,106.5
10007858,Software  Engineering,BSc,20000,101
10007858,Software  Engineering  With  A  Year  In  Industry,BSc,20000,101
10007858,Sport  and  Exercise  Science  (Outdoor  Fitness),BSc,17000,91.25
10007858,Sport  and  Health,BA,17000,91.25
10007858,Sport  Therapy,BSc,17000,118
10007858,Sports  Management,BA,17000,87.5
10007858,Surface  Pattern  Design  -  Fashion  Object,BA,16000,97.428574
10007858,Surface  Pattern  Design  -  Textiles  for  Fashion,BA,16000,97.428574
10007858,Surface  Pattern  Design  -  Textiles  for  Interiors,BA,16000,97.428574
10007858,Surface  Pattern  Design  (Fashion  Object),MDes,16000,97.428574
10007858,Surface  Pattern  Design  (Maker),MDes,16000,97.428574
10007858,Surface  Pattern  Design  (Textile  for  Fashion),MDes,16000,97.428574
10007858,Surface  Pattern  Design  (Textile  for  Interiors),MDes,16000,97.428574
10007858,Tech  Music  Technology,MMus,16000,87.5
10007858,Textiles:  Knit  Weave  and  Mixed  Media,BA,16000,97.428574
10007858,Theatre  Design  and  Production,BA,16000,105.375
10007858,Theology,BA,16000,80
10007858,Theology  with  Education  Studies,BA,16000,80
10007858,Theology  with  Heritage  Management,BA,16000,80
10007858,Tourism  Management,MBus,17000,101
10007858,Tourism  Management,BA,17000,101
10007858,Transport  Design,BA,26000,80
10007858,Transport  Design,BA,33000,0
10007858,Transport  Design,MDes,17000,101
10007858,Watersports  Management,BA,17000,101
10007858,Web  Development,BSc,20000,101
10007858,Web  Development  With  A  Year  In  Industry,BSc,20000,101
10007858,Youth  &  Community  Work,BA,26000,77.333336
10007163,Accounting  and  Finance,BSc,22000,196.16667
10007163,Automotive  Engineering,BEng,26000,166
10007163,Automotive  Engineering,MEng,26000,176
10007163,Biochemistry,MBio,20000,157.125
10007163,Biochemistry,BSc,20000,155.25
10007163,Biological  Sciences,BSc,21000,144
10007163,Biological  Sciences,MBio,21000,162.39999
10007163,Biomedical  Science,BSc,23000,165.39999
10007163,Chemistry,BSc,22000,163.6207
10007163,Chemistry,MChem,22000,182.92308
10007163,Chemistry  with  Industrial  Placement,MChem,22000,170.96153
10007163,Chemistry  with  International  Placement,MChem,22000,170.96153
10007163,Chemistry  with  Medicinal  Chemistry,MChem,22000,195
10007163,Chemistry  with  Medicinal  Chemistry,BSc,22000,155.25
10007163,Civil  Engineering,BEng,27000,154
10007163,Civil  Engineering,MEng,27000,183.5
10007163,Classical  Civilisation,BA,18000,150
10007163,Classical  Civilisation  with  Study  in  Europe,BA,18000,162.14285
10007163,Classics,BA,18000,170
10007163,Classics  (Ancient  Greek)  with  Study  in  Europe,BA,18000,162.14285
10007163,Classics  (Latin)  with  Study  in  Europe,BA,18000,162.14285
10007163,Computer  Science,BSc,24000,179.75
10007163,Computer  Science,MEng,24000,208.75
10007163,Data  Science,BSc,24000,198.42857
10007163,Digital  Innovation  and  Entrepreneurship,BSc,23000,198.5625
10007163,Discrete  Mathematics,BSc,28000,194.14285
10007163,Economics,BSc,27000,211.40909
10007163,Economics  and  Industrial  Organization,BSc,27000,211.75
10007163,Education  Studies,BA,16000,147.75
10007163,Electrical  and  Electronic  Engineering,MEng,26000,167.5
10007163,Electrical  and  Electronic  Engineering,BEng,26000,167.5
10007163,Electronic  Engineering,MEng,26000,167.5
10007163,Electronic  Engineering,BEng,26000,167.5
10007163,Engineering,BEng,27000,169.54546
10007163,Engineering,MEng,27000,198
10007163,English  and  French,BA,20000,176
10007163,English  and  Theatre  Studies,BA,18000,165
10007163,English  Literature,BA,18000,180.28572
10007163,Film  Studies,BA,18000,157.125
10007163,French  and  German,BA,22000,178.14285
10007163,French  and  History,BA,21000,160
10007163,French  Studies,BA,21000,168.57143
10007163,German  Studies,BA,20000,144
10007163,Hispanic  Studies,BA,20000,144
10007163,Hispanic  Studies  with  Portuguese,BA,20000,144
10007163,History,BA,19000,179
10007163,History  and  Politics,BA,20000,183.5
10007163,History  of  Art,BA,19000,179.75
10007163,International  Management,BSc,23000,202
10007163,Italian  Studies,BA,20000,154.71428
10007163,Language  Culture  and  Communication  with  Year  abroad,BA,19000,182
10007163,Law  (3  year),LLB,20000,183.14285
10007163,Law  (4  year),LLB,20000,180.5
10007163,Law  (Year  Abroad),LLB,20000,172
10007163,Law  and  Business  Studies,BA,22000,157.125
10007163,Law  and  Sociology,BA,18000,155.25
10007163,Law  with  French  Law,LLB,20000,192
10007163,Law  with  German  Law,LLB,20000,192
10007163,Law  with  Humanities,BA,20000,180.5
10007163,Law  with  Social  Sciences,BA,20000,172.85715
10007163,Liberal  Arts,BA,19000,158.46428
10007163,Management,BSc,23000,204.5
10007163,Management  (with  Foundation  Year),BSc,23000,198.5625
10007163,Manufacturing  and  Mechanical  Engineering,MEng,26000,164.77272
10007163,Manufacturing  and  Mechanical  Engineering,BEng,26000,164.77272
10007163,Mathematics,BSc,24000,208
10007163,Mathematics,MMath,24000,208
10007163,Mathematics  and  Physics,MMath&Phys,25000,217
10007163,Mathematics  and  Physics,BSc,25000,198
10007163,Mathematics  and  Statistics,BSc,24000,176
10007163,Mathematics  and  Statistics,MMath,24000,213
10007163,MathematicsOperational  ResearchStatistics  and  Economics,MMath,30000,206.25
10007163,MathematicsOperational  ResearchStatistics  and  Economics,BSc,31000,192
10007163,Mechanical  Engineering,BEng,26000,161.42857
10007163,Mechanical  Engineering,MEng,26000,188.5
10007163,Modern  Languages,BA,20000,171.25
10007163,Philosophy,BA,20000,166
10007163,Philosophy  Politics  and  Economics,BA,27000,215.5
10007163,Physics,MPhys,25000,195
10007163,Physics,BSc,25000,195.75
10007163,Politics,BA,21000,160
10007163,Politics  and  International  Studies,BA,21000,167.5
10007163,Politics  International  Studies  and  Quantitative  Methods,BA,21000,187.25
10007163,Psychology,BSc,18000,164.28572
10007163,Social  Studies  2+2,BA,19000,158.46428
10007163,Sociology,BA,19000,144
10007163,Sociology  and  Quantitative  Methods,BA,19000,158.46428
10007163,Theatre  and  Performance  Studies,BA,18000,165
10007859,Animal  Behaviour  and  Training,BSc,20000,0
10007859,Animal  Therapy  and  Rehabilitation,BSc,20000,0
10007859,Equine  Business  Management,BA,20000,0
10007859,Equine  Performance  Coaching,BSc,20000,0
10007859,Equine  Science,BSc,20000,0
10007859,Equine  Studies,BA,20000,0
10007859,Equine  Therapy  and  Rehabilitation,BSc,20000,0
10007859,Horticulture,BSc,20000,0
10007859,Horticulture  Production  Technology,BSc,20000,0
10007859,Veterinary  Nursing,BSc,20000,0
10007859,Veterinary  Physiotherapy,BSc,20000,0
10006566,Accounting  and  Finance,BA,24000,65.36364
10006566,Accounting  and  Finance,BA,24000,92
10006566,Accounting  and  Finance,BA,30000,0
10006566,Accounting  and  Finance  with  Internship,BA,24000,80
10006566,Acting,BA,19000,139.25
10006566,Actor-Musicianship,BA,19000,139.25
10006566,Advertising  and  Public  Relations,BA,18000,104.88889
10006566,Advertising  and  Public  Relations,BA,18000,80
10006566,Airline  and  Airport  Management,BA,34000,0
10006566,Airline  and  Airport  Management,FDA,27000,0
10006566,Airline  and  Airport  Management,FDA,27000,0
10006566,Airline  and  Airport  Management,BA,20000,113.25
10006566,Airline  and  Airport  Management,BA,20000,112
10006566,Airline  and  Airport  Management,BA,34000,0
10006566,Airline  and  Airport  Management,BA,20000,113.25
10006566,Applied  Sound  Engineering,BSc,26000,80
10006566,Applied  Sound  Engineering,BSc,26000,80
10006566,Broadcast  and  Digital  Journalism,BA,18000,86
10006566,Broadcast  and  Digital  Journalism,BA,18000,86
10006566,Business  Economics,BSc,23000,109.92857
10006566,Business  Economics,BSc,23000,109.92857
10006566,Business  Studies,BA,23000,85.625
10006566,Business  Studies,BA,30000,0
10006566,Business  Studies,BA,23000,61.333332
10006566,Business  Studies  with  Entrepreneurship,BA,23000,85.625
10006566,Business  Studies  with  Entrepreneurship,BA,23000,85.625
10006566,Business  Studies  with  Finance,BA,23000,85.625
10006566,Business  Studies  with  Finance,BA,23000,85.625
10006566,Business  Studies  with  Human  Resource  Management,BA,23000,85.625
10006566,Business  Studies  with  Human  Resource  Management,BA,23000,85.625
10006566,Business  Studies  with  Internship,BA,23000,85.625
10006566,Business  Studies  with  Marketing,BA,23000,85.625
10006566,Business  Studies  with  Marketing,BA,23000,108
10006566,Business  Studies  with  Marketing,BA,30000,0
10006566,Civil  and  Environmental  Engineering,BEng,26000,96
10006566,Civil  and  Environmental  Engineering,BEng,26000,55.5
10006566,Commercial  Photography,BA,19000,102
10006566,Commercial  Photography,BA,19000,98.5
10006566,Composition,BMus,19000,133.83333
10006566,Composition,BMus,19000,133.83333
10006566,Composition  and  Recording,BMus,19000,133.83333
10006566,Computer  Games  Technology,BSc,25000,87.5
10006566,Computer  Games  Technology,BSc,25000,87.5
10006566,Computer  Science,BSc,27000,0
10006566,Computer  Science,BSc,25000,67.75
10006566,Computer  Science,BSc,25000,106
10006566,Computer  Science,BSc,25000,87.5
10006566,Computing  and  Information  Systems,BSc,27000,0
10006566,Creative  Computing,BSc,25000,87.5
10006566,Creative  Computing,BSc,25000,87.5
10006566,Criminology,BA,21000,107.25
10006566,Criminology,BA,20000,99.46154
10006566,Criminology  with  Criminal  Justice,BA,20000,99.46154
10006566,Criminology  with  Criminal  Justice,BA,20000,99.46154
10006566,Criminology  with  Law,BA,21000,64
10006566,Criminology  with  Law,BA,20000,99.46154
10006566,Criminology  with  Psychology,BA,21000,64
10006566,Criminology  with  Psychology,BA,20000,99.46154
10006566,Criminology  with  Sociology,BA,20000,99.46154
10006566,Criminology  with  Sociology,BA,20000,99.46154
10006566,Criminology  Policing  and  Forensics,BA,21000,96
10006566,Criminology  Policing  and  Forensics,BA,20000,99.46154
10006566,Culinary  Arts  Management,BSc,20000,96
10006566,Culinary  Arts  Management,BSc,20000,112
10006566,Culinary  Arts  Management,BSc,20000,113.25
10006566,Cyber  Security,BSc,25000,87.5
10006566,Cyber  Security,BSc,25000,87.5
10006566,Cyber  Security,BSc,27000,0
10006566,Cyber  Security,BSc,27000,0
10006566,Electrical  and  Electronic  Engineering,BEng,26000,80
10006566,Electrical  and  Electronic  Engineering,BEng,26000,80
10006566,Electronic  Music  Production,BA,19000,133.83333
10006566,Electronic  Music  Production,BA,19000,133.83333
10006566,English  and  Creative  Writing,BA,19000,98.5
10006566,English  and  Creative  Writing,BA,19000,98.5
10006566,English  and  Film,BA,19000,98.5
10006566,English  and  Film,BA,19000,98.5
10006566,English  Media  and  Communications,BA,18000,104.88889
10006566,English  Media  and  Communications,BA,18000,104.88889
10006566,Event  Management,FDA,27000,0
10006566,Event  Management,FDA,27000,0
10006566,Event  Management,BA,20000,113.25
10006566,Event  Management,BA,34000,0
10006566,Event  Management,BA,20000,113.25
10006566,Event  Management,BA,34000,0
10006566,Event  Management,BA,20000,113.25
10006566,Event  Management  with  Hospitality,FDA,27000,0
10006566,Event  Management  with  Hospitality,BA,20000,113.25
10006566,Event  Management  with  Hospitality,BA,34000,0
10006566,Event  Management  with  Hospitality,BA,20000,113.25
10006566,Event  Management  with  Hospitality,BA,34000,0
10006566,Event  Management  with  Hospitality,BA,20000,113.25
10006566,Event  Management  with  Tourism,FDA,27000,0
10006566,Event  Management  with  Tourism,FDA,27000,0
10006566,Event  Management  with  Tourism,BA,20000,113.25
10006566,Event  Management  with  Tourism,BA,34000,0
10006566,Event  Management  with  Tourism,BA,20000,113.25
10006566,Event  Management  with  Tourism,BA,34000,0
10006566,Event  Management  with  Tourism,BA,20000,113.25
10006566,Fashion  and  Textiles,BA,19000,115
10006566,Fashion  and  Textiles,BA,19000,96
10006566,Fashion  Branding  and  Marketing,BA,19000,96
10006566,Fashion  Branding  and  Marketing,BA,19000,96
10006566,Fashion  Buying  and  Management,BA,19000,96
10006566,Fashion  Buying  and  Management,BA,19000,96
10006566,Fashion  Promotion  and  Imaging,BA,19000,96
10006566,Film  Composition,BMus,19000,133.83333
10006566,Film  Production,BA,18000,104.88889
10006566,Film  Production,BA,18000,108.5
10006566,Forensic  Science,BSc,20000,124
10006566,Forensic  Science,BSc,20000,59.666668
10006566,Games  Design  and  Animation,BSc,25000,87.5
10006566,Games  Design  and  Animation,BSc,25000,87.5
10006566,Graphic  Design,BA,19000,96
10006566,Graphic  Design  (Visual  Communication  and  Illustration),BA,19000,117
10006566,Health  Promotion  and  Public  Health,BSc,23000,119.5
10006566,Health  Promotion  and  Public  Health,BSc,20000,99.46154
10006566,Hospitality  Management,BA,20000,113.25
10006566,Hospitality  Management,BA,34000,0
10006566,Hospitality  Management,BA,20000,113.25
10006566,Hospitality  Management,BA,34000,0
10006566,Hospitality  Management,FDA,27000,0
10006566,Hospitality  Management,FDA,27000,0
10006566,Hospitality  Management,BA,20000,113.25
10006566,Hospitality  Management  and  Food  Studies,BA,20000,113.25
10006566,Hospitality  Management  and  Food  Studies,BA,34000,0
10006566,Hospitality  Management  and  Food  Studies,FDA,27000,0
10006566,Hospitality  Management  and  Food  Studies,BA,20000,113.25
10006566,Hospitality  Management  and  Food  Studies,BA,20000,113.25
10006566,Hospitality  Management  and  Food  Studies,BA,34000,0
10006566,Hospitality  Management  and  Food  Studies,FDA,27000,0
10006566,Human  Resource  Management,BSc,23000,99.529411
10006566,Human  Resource  Management,BSc,23000,99.529411
10006566,Information  Technology,BSc,25000,87.5
10006566,Information  Technology,BSc,27000,0
10006566,Information  Technology,BSc,25000,87.5
10006566,Information  Technology  Management  for  Business  (ITMB),BSc,25000,87.5
10006566,Information  Technology  Management  for  Business  (ITMB),BSc,25000,87.5
10006566,Information  Technology  Management  for  Business  (ITMB)  with  Industrial  Placement,BSc,18000,96
10006566,International  Business  Management,BA,23000,85.625
10006566,International  Business  Management,BA,23000,117
10006566,International  Hotel  Management,BA,20000,113.25
10006566,International  Hotel  Management,BA,34000,0
10006566,International  Hotel  Management,BA,20000,113.25
10006566,International  Hotel  Management,BA,34000,0
10006566,International  Hotel  Management,BA,20000,113.25
10006566,International  Hotel  Management,FDA,27000,0
10006566,International  Hotel  Management,FDA,27000,0
10006566,Journalism,BA,18000,86
10006566,Journalism,BA,18000,86
10006566,Law,LLB,21000,66.14286
10006566,Law,LLB,21000,108
10006566,Leisure  Management,BA,20000,113.25
10006566,Leisure  Management,BA,34000,0
10006566,Leisure  Management,BA,20000,113.25
10006566,Leisure  Management,BA,20000,113.25
10006566,Leisure  Management,BA,34000,0
10006566,Live  Sound  Production,BA,19000,138
10006566,Live  Sound  Production,BA,19000,133.83333
10006566,Media  and  Communications,BA,18000,104.88889
10006566,Media  and  Communications,BA,18000,99.75
10006566,Media  Production,BA,18000,104.88889
10006566,Media  Production,BA,18000,104.88889
10006566,Midwifery,BSc,23000,151.5
10006566,Midwifery,BSc,23000,128
10006566,Midwifery  (shortened),BSc,23000,132.6875
10006566,Midwifery  (shortened),BSc,23000,132.6875
10006566,Mobile  Computing,BSc,25000,87.5
10006566,Mobile  Computing,BSc,25000,87.5
10006566,Music  Management,BA,19000,96
10006566,Music  Mixing  and  Mastering,BA,19000,133.83333
10006566,Music  Mixing  and  Mastering,BA,19000,133.83333
10006566,Music  Performance,BMus,19000,133.83333
10006566,Music  Performance,BMus,19000,149
10006566,Music  Performance  and  Music  Management,BMus,19000,102
10006566,Music  Performance  and  Recording,BMus,19000,124
10006566,Music  Performance  and  Recording,BMus,19000,133.83333
10006566,Music  Performance  with  Technology,BMus,19000,133.83333
10006566,Music  Performance  with  Technology,BMus,19000,133.83333
10006566,Music  Recording  and  Production,BA,19000,133.83333
10006566,Music  Recording  and  Production,BA,19000,133.83333
10006566,Music  Technology,BA,19000,133.83333
10006566,Music  Technology,BA,19000,118
10006566,Music  Technology  -  Audio  Post  Production,BA,19000,133.83333
10006566,Music  Technology  -  Audio  Post  Production,BA,19000,133.83333
10006566,Music  Technology  and  Popular  Music  Performance,BA,19000,137
10006566,Music  Technology  and  Radio  Broadcasting,BA,19000,112
10006566,Music  Technology  and  Radio  Broadcasting,BA,19000,133.83333
10006566,Music  Technology  and  Video  Production,BA,19000,133.83333
10006566,Music  Technology  and  Video  Production,BA,19000,133.83333
10006566,Music  Technology  with  Composition,BA,19000,133.83333
10006566,Music  Technology  with  Performance,BA,19000,133.83333
10006566,Music  Technology  with  Popular  Music  Performance,BA,19000,133.83333
10006566,Musical  Theatre,BA,19000,133.625
10006566,Musical  Theatre,BA,19000,144
10006566,Nursing  (Adult),BSc,23000,123.25
10006566,Nursing  (Adult),BSc,23000,132.6875
10006566,Nursing  (Children's  Nursing),BSc,23000,115.75
10006566,Nursing  (Children's  Nursing),BSc,23000,112
10006566,Nursing  (Learning  Disabilities),BSc,23000,132.6875
10006566,Nursing  (Mental  Health),BSc,23000,132.6875
10006566,Nursing  (Mental  Health),BSc,23000,132.6875
10006566,Operating  Department  Practice,BSc,23000,132.6875
10006566,Photography,BA,19000,105
10006566,Photography,BA,19000,98.5
10006566,Politics  and  International  Relations,BA,23000,109.92857
10006566,Politics  and  International  Relations,BA,23000,109.92857
10006566,Psychology,BSc,20000,70
10006566,Psychology,BSc,20000,107.25
10006566,Psychology  with  Applied  Forensic  Investigation,BSc,20000,93.695656
10006566,Psychology  with  Counselling  Theory,BSc,20000,100.28571
10006566,Psychology  with  Criminology,BSc,20000,108.85714
10006566,Psychology  with  Substance  Use  and  Misuse  Studies,BSc,20000,93.695656
10006566,Social  Media  Marketing,BA,22000,90
10006566,Social  Work,BSc,27000,149
10006566,Sociology,BA,20000,99.46154
10006566,Sociology,BA,20000,99.46154
10006566,Sociology  with  Criminology,BA,20000,99.46154
10006566,Sociology  with  Criminology,BA,20000,99.46154
10006566,Strategic  Transport  Management,BA,20000,113.25
10006566,Strategic  Transport  Management,BA,34000,0
10006566,Strategic  Transport  Management,BA,20000,113.25
10006566,Strategic  Transport  Management,BA,34000,0
10006566,Strategic  Transport  Management,BA,20000,113.25
10006566,Text  and  Performance,BA,19000,139.25
10006566,Theatre  Production  Design  and  Management  (Intensive),BA,19000,139.25
10006566,Travel  and  Tourism,FDA,27000,0
10006566,Travel  and  Tourism  Management,BA,20000,113.25
10006566,Travel  and  Tourism  Management,BA,20000,113.25
